example_id,session_index,attempts,orig_input,orig_output,orig_total,no_reason_input,no_reason_output,no_reason_total,output_only_no_reason_input,output_only_no_reason_output,output_only_no_reason_total,reasoning_output_delta,reasoning_verifier_input_delta,reasoning_generation_input_delta,stored_full,stored_no_reason,implicit_only
dev_0242,3,1,3055,165,3220,2849,51,2900,3055,51,3106,114,114,92,155,41,33
dev_0242,4,1,3984,182,4166,3772,84,3856,3984,84,4068,98,98,114,135,37,29
dev_0242,5,1,4558,211,4769,4331,82,4413,4558,82,4640,129,129,98,165,36,28
dev_0242,6,1,5079,167,5246,4867,84,4951,5079,84,5163,83,83,129,120,37,29
dev_0242,7,1,5721,200,5921,5523,85,5608,5721,85,5806,115,115,83,151,36,28
dev_0242,8,1,6308,203,6511,6073,83,6156,6308,83,6391,120,120,115,155,35,27
dev_0242,9,1,6821,194,7015,6589,82,6671,6821,82,6903,112,112,120,144,32,24
dev_0242,10,1,7427,174,7601,7220,79,7299,7427,79,7506,95,95,112,125,30,22
dev_0251,1,1,1016,147,1163,913,44,957,1016,44,1060,103,103,0,137,34,26
dev_0251,2,1,1773,171,1944,1585,86,1671,1773,86,1859,85,85,103,114,29,21
dev_0251,3,1,2508,167,2675,2334,78,2412,2508,78,2586,89,89,85,120,31,23
dev_0251,4,1,3290,183,3473,3091,73,3164,3290,73,3363,110,110,89,142,32,24
dev_0251,5,1,3853,167,4020,3658,82,3740,3853,82,3935,85,85,110,117,32,24
dev_0251,6,1,4529,167,4696,4360,83,4443,4529,83,4612,84,84,85,116,32,24
dev_0251,7,1,5654,195,5849,5448,73,5521,5654,73,5727,122,122,84,158,36,28
dev_0261,1,1,1163,100,1263,1098,35,1133,1163,35,1198,65,65,0,90,25,17
dev_0261,2,1,1739,133,1872,1586,45,1631,1739,45,1784,88,88,65,123,35,27
dev_0261,3,1,2473,126,2599,2309,50,2359,2473,50,2523,76,76,88,116,40,32
dev_0261,4,1,3176,164,3340,3025,89,3114,3176,89,3265,75,75,76,110,35,27
dev_0261,5,1,3660,160,3820,3498,73,3571,3660,73,3733,87,87,75,116,29,21
dev_0261,6,1,3965,180,4145,3784,86,3870,3965,86,4051,94,94,87,127,33,25
dev_0244,1,1,1341,158,1499,1226,43,1269,1341,43,1384,115,115,0,148,33,25
dev_0244,2,1,1976,180,2156,1767,86,1853,1976,86,2062,94,94,115,130,36,28
dev_0244,3,1,3145,137,3282,2959,45,3004,3145,45,3190,92,92,94,127,35,27
dev_0244,4,1,4093,142,4235,3914,55,3969,4093,55,4148,87,87,92,132,45,37
dev_0244,5,1,5534,157,5691,5371,81,5452,5534,81,5615,76,76,87,110,34,26
dev_0244,6,1,6097,188,6285,5927,94,6021,6097,94,6191,94,94,76,133,39,31
dev_0244,7,1,6350,207,6557,6145,96,6241,6350,96,6446,111,111,94,151,40,32
dev_0244,8,1,6841,179,7020,6636,85,6721,6841,85,6926,94,94,111,132,38,30
dev_0244,9,1,7150,203,7353,6960,107,7067,7150,107,7257,96,96,94,144,48,40
dev_0244,10,1,7938,182,8120,7754,94,7848,7938,94,8032,88,88,96,124,36,28
dev_0249,1,1,1957,152,2109,1876,71,1947,1957,71,2028,81,81,0,104,23,15
dev_0249,2,1,2741,140,2881,2596,76,2672,2741,76,2817,64,64,81,101,37,29
dev_0249,3,1,3123,146,3269,2969,56,3025,3123,56,3179,90,90,64,136,46,38
dev_0249,4,1,3780,148,3928,3601,59,3660,3780,59,3839,89,89,90,138,49,41
dev_0249,5,1,4758,182,4940,4550,63,4613,4758,63,4821,119,119,89,172,53,45
dev_0249,6,1,5277,139,5416,5077,58,5135,5277,58,5335,81,81,119,129,48,40
dev_0249,7,1,6050,186,6236,5875,92,5967,6050,92,6142,94,94,81,143,49,41
dev_0249,8,1,6723,179,6902,6537,87,6624,6723,87,6810,92,92,94,142,50,42
dev_0249,9,1,7414,205,7619,7218,101,7319,7414,101,7515,104,104,92,154,50,42
dev_0250,1,1,1594,109,1703,1519,34,1553,1594,34,1628,75,75,0,99,24,16
dev_0250,2,1,3053,169,3222,2887,78,2965,3053,78,3131,91,91,75,124,33,25
dev_0250,3,1,3831,142,3973,3667,69,3736,3831,69,3900,73,73,91,103,30,22
dev_0250,4,1,4248,177,4425,4090,92,4182,4248,92,4340,85,85,73,117,32,24
dev_0250,5,1,4930,160,5090,4770,85,4855,4930,85,5015,75,75,85,105,30,22
dev_0250,6,1,5591,184,5775,5416,84,5500,5591,84,5675,100,100,75,136,36,28
dev_0250,7,1,6314,170,6484,6131,87,6218,6314,87,6401,83,83,100,118,35,27
dev_0250,8,1,6526,185,6711,6340,82,6422,6526,82,6608,103,103,83,140,37,29
dev_0250,9,1,6895,193,7088,6696,97,6793,6895,97,6992,96,96,103,149,53,44
dev_0262,1,1,1116,111,1227,1042,37,1079,1116,37,1153,74,74,0,101,27,19
dev_0262,2,1,1411,104,1515,1272,39,1311,1411,39,1450,65,65,74,94,29,21
dev_0262,3,1,2171,121,2292,2029,44,2073,2171,44,2215,77,77,65,111,34,26
dev_0262,4,1,2598,141,2739,2425,45,2470,2598,45,2643,96,96,77,131,35,27
dev_0262,5,1,3704,151,3855,3526,69,3595,3704,69,3773,82,82,96,117,35,27
dev_0262,6,1,4256,133,4389,4085,44,4129,4256,44,4300,89,89,82,123,34,26
dev_0262,7,1,4769,153,4922,4616,89,4705,4769,89,4858,64,64,89,98,34,26
dev_0246,1,1,1806,188,1994,1714,96,1810,1806,96,1902,92,92,0,121,29,21
dev_0246,2,1,2579,172,2751,2392,77,2469,2579,77,2656,95,95,92,130,35,27
dev_0246,3,1,3357,164,3521,3178,80,3258,3357,80,3437,84,84,95,119,35,27
dev_0246,4,1,3858,183,4041,3683,92,3775,3858,92,3950,91,91,84,127,36,28
dev_0246,5,1,4675,173,4848,4491,80,4571,4675,80,4755,93,93,91,124,31,23
dev_0246,6,1,5526,187,5713,5326,80,5406,5526,80,5606,107,107,93,146,39,31
dev_0246,7,1,6881,190,7071,6678,94,6772,6881,94,6975,96,96,107,135,39,31
dev_0246,8,1,8273,193,8466,8084,100,8184,8273,100,8373,93,93,96,132,39,31
dev_0246,9,1,8784,178,8962,8594,81,8675,8784,81,8865,97,97,93,134,37,29
dev_0254,1,1,1266,187,1453,1163,84,1247,1266,84,1350,103,103,0,125,22,14
dev_0254,2,1,2603,215,2818,2385,100,2485,2603,100,2703,115,115,103,156,41,33
dev_0254,3,1,3421,183,3604,3218,95,3313,3421,95,3516,88,88,115,125,37,29
dev_0254,4,1,4071,200,4271,3867,84,3951,4071,84,4155,116,116,88,148,32,24
dev_0254,5,1,4419,198,4617,4189,84,4273,4419,84,4503,114,114,116,145,31,23
dev_0254,6,1,5121,184,5305,4911,88,4999,5121,88,5209,96,96,114,136,40,32
dev_0254,7,1,5584,198,5782,5382,92,5474,5584,92,5676,106,106,96,146,40,32
dev_0260,1,1,1271,154,1425,1205,88,1293,1271,88,1359,66,66,0,100,34,26
dev_0260,2,1,1650,112,1762,1513,41,1554,1650,41,1691,71,71,66,102,31,23
dev_0260,3,1,2397,153,2550,2223,50,2273,2397,50,2447,103,103,71,143,40,32
dev_0260,4,1,3672,186,3858,3469,86,3555,3672,86,3758,100,100,103,133,33,25
dev_0260,5,1,5005,172,5177,4812,79,4891,5005,79,5084,93,93,100,122,29,21
dev_0260,6,1,5850,172,6022,5669,84,5753,5850,84,5934,88,88,93,128,40,32
dev_0260,7,1,6510,174,6684,6335,87,6422,6510,87,6597,87,87,88,118,31,23
dev_0260,8,1,7326,185,7511,7148,94,7242,7326,94,7420,91,91,87,130,39,31
dev_0258,1,1,1453,118,1571,1380,45,1425,1453,45,1498,73,73,0,108,35,27
dev_0258,2,1,2242,153,2395,2103,87,2190,2242,87,2329,66,66,73,94,28,20
dev_0258,3,1,3104,144,3248,2974,80,3054,3104,80,3184,64,64,66,96,32,24
dev_0258,4,1,3996,146,4142,3869,83,3952,3996,83,4079,63,63,64,94,31,23
dev_0258,5,1,4663,161,4824,4516,77,4593,4663,77,4740,84,84,63,119,35,27
dev_0258,6,1,5104,158,5262,4955,93,5048,5104,93,5197,65,65,84,101,36,28
dev_0258,7,1,5782,159,5941,5643,85,5728,5782,85,5867,74,74,65,107,33,25
dev_0258,8,1,6944,153,7097,6799,82,6881,6944,82,7026,71,71,74,105,34,26
dev_0258,9,1,7819,171,7990,7656,79,7735,7819,79,7898,92,92,71,130,38,30
dev_0252,1,1,962,127,1089,868,33,901,962,33,995,94,94,0,117,23,15
dev_0252,2,1,1563,181,1744,1371,83,1454,1563,83,1646,98,98,94,128,30,22
dev_0252,3,1,2276,179,2455,2080,81,2161,2276,81,2357,98,98,98,134,36,28
dev_0252,4,1,2635,161,2796,2454,78,2532,2635,78,2713,83,83,98,121,38,30
dev_0252,5,1,3199,170,3369,3021,75,3096,3199,75,3274,95,95,83,130,35,27
dev_0252,6,1,3940,196,4136,3752,103,3855,3940,103,4043,93,93,95,132,39,31
dev_0252,7,1,4349,215,4564,4149,108,4257,4349,108,4457,107,107,93,145,38,30
dev_0252,8,1,5358,210,5568,5147,106,5253,5358,106,5464,104,104,107,147,43,35
dev_0252,9,1,6379,187,6566,6170,82,6252,6379,82,6461,105,105,104,142,37,29
dev_0256,1,1,1421,128,1549,1333,40,1373,1421,40,1461,88,88,0,118,30,22
dev_0256,2,1,2154,181,2335,1962,77,2039,2154,77,2231,104,104,88,138,34,26
dev_0256,3,1,2897,190,3087,2685,82,2767,2897,82,2979,108,108,104,145,37,29
dev_0256,4,1,3696,176,3872,3495,83,3578,3696,83,3779,93,93,108,129,36,28
dev_0256,5,1,4562,189,4751,4368,88,4456,4562,88,4650,101,101,93,135,34,26
dev_0256,6,1,5412,198,5610,5210,97,5307,5412,97,5509,101,101,101,145,44,36
dev_0256,7,1,6081,184,6265,5880,84,5964,6081,84,6165,100,100,101,134,34,26
dev_0256,8,1,7104,175,7279,6910,81,6991,7104,81,7185,94,94,100,126,32,24
dev_0256,9,1,7464,198,7662,7279,107,7386,7464,107,7571,91,91,94,130,39,31
dev_0273,1,1,1353,158,1511,1237,42,1279,1353,42,1395,116,116,0,148,32,24
dev_0273,2,1,1934,150,2084,1713,45,1758,1934,45,1979,105,105,116,140,35,27
dev_0273,3,1,2641,180,2821,2431,75,2506,2641,75,2716,105,105,105,139,34,26
dev_0273,4,1,3333,176,3509,3151,99,3250,3333,99,3432,77,77,105,118,41,33
dev_0273,5,1,4130,177,4307,3962,86,4048,4130,86,4216,91,91,77,124,33,25
dev_0270,1,1,1428,182,1610,1329,83,1412,1428,83,1511,99,99,0,123,24,16
dev_0270,2,1,2004,152,2156,1828,75,1903,2004,75,2079,77,77,99,103,26,18
dev_0270,3,1,3460,200,3660,3276,93,3369,3460,93,3553,107,107,77,151,44,36
dev_0270,4,1,4583,191,4774,4382,97,4479,4583,97,4680,94,94,107,138,44,36
dev_0270,5,1,4714,179,4893,4528,87,4615,4714,87,4801,92,92,94,124,32,24
dev_0270,6,1,5456,176,5632,5279,91,5370,5456,91,5547,85,85,92,122,37,29
dev_0272,1,1,985,124,1109,908,47,955,985,47,1032,77,77,0,114,37,29
dev_0272,2,1,1992,144,2136,1819,48,1867,1992,48,2040,96,96,77,134,38,30
dev_0272,3,1,2680,154,2834,2486,56,2542,2680,56,2736,98,98,96,144,46,38
dev_0272,4,1,3303,167,3470,3101,63,3164,3303,63,3366,104,104,98,157,53,45
dev_0272,5,1,4344,215,4559,4125,100,4225,4344,100,4444,115,115,104,159,44,36
dev_0272,6,1,4784,199,4983,4565,95,4660,4784,95,4879,104,104,115,145,41,33
dev_0284,1,1,920,111,1031,855,46,901,920,46,966,65,65,0,101,36,28
dev_0284,2,1,1542,115,1657,1400,38,1438,1542,38,1580,77,77,65,105,28,20
dev_0284,3,1,2084,135,2219,1922,50,1972,2084,50,2134,85,85,77,125,40,32
dev_0284,4,1,3190,154,3344,3030,79,3109,3190,79,3269,75,75,85,107,32,24
dev_0284,5,1,4104,163,4267,3945,79,4024,4104,79,4183,84,84,75,115,31,23
dev_0268,1,1,1083,128,1211,1000,45,1045,1083,45,1128,83,83,0,118,35,27
dev_0268,2,1,1716,213,1929,1544,124,1668,1716,124,1840,89,89,83,134,45,37
dev_0268,3,1,2305,218,2523,2097,99,2196,2305,99,2404,119,119,89,159,40,32
dev_0268,4,1,3106,191,3297,2884,88,2972,3106,88,3194,103,103,119,147,44,36
dev_0268,5,1,3990,204,4194,3787,104,3891,3990,104,4094,100,100,103,143,43,35
dev_0268,6,1,4305,189,4494,4108,92,4200,4305,92,4397,97,97,100,138,41,33
dev_0268,7,1,4714,174,4888,4540,97,4637,4714,97,4811,77,77,97,118,41,33
dev_0283,1,1,1573,154,1727,1500,81,1581,1573,81,1654,73,73,0,98,25,17
dev_0283,2,1,2009,155,2164,1864,83,1947,2009,83,2092,72,72,73,105,33,25
dev_0283,3,1,2546,183,2729,2374,83,2457,2546,83,2629,100,100,72,135,35,27
dev_0283,4,1,3482,180,3662,3291,89,3380,3482,89,3571,91,91,100,133,42,34
dev_0283,5,1,4323,168,4491,4143,79,4222,4323,79,4402,89,89,91,130,41,33
dev_0282,1,1,1410,181,1591,1313,84,1397,1410,84,1494,97,97,0,121,24,16
dev_0282,2,1,2244,157,2401,2060,70,2130,2244,70,2314,87,87,97,113,26,18
dev_0282,3,1,3049,161,3210,2869,68,2937,3049,68,3117,93,93,87,118,25,17
dev_0282,4,1,3518,192,3710,3315,82,3397,3518,82,3600,110,110,93,142,32,24
dev_0282,5,1,4236,194,4430,4001,69,4070,4236,69,4305,125,125,110,148,23,15
dev_0274,1,1,1000,101,1101,932,33,965,1000,33,1033,68,68,0,91,23,15
dev_0274,2,1,2012,183,2195,1853,92,1945,2012,92,2104,91,91,68,123,32,24
dev_0274,3,1,2832,185,3017,2640,84,2724,2832,84,2916,101,101,91,139,38,30
dev_0274,4,1,3239,185,3424,3040,87,3127,3239,87,3326,98,98,101,140,42,34
dev_0274,5,1,3859,141,4000,3665,45,3710,3859,45,3904,96,96,98,131,35,27
dev_0274,6,1,4198,180,4378,4022,100,4122,4198,100,4298,80,80,96,119,39,31
dev_0274,7,1,4935,177,5112,4774,96,4870,4935,96,5031,81,81,80,124,43,35
dev_0267,1,1,1109,195,1304,1004,90,1094,1109,90,1199,105,105,0,134,29,21
dev_0267,2,1,2267,201,2468,2061,100,2161,2267,100,2367,101,101,105,135,34,26
dev_0267,3,1,3290,186,3476,3080,77,3157,3290,77,3367,109,109,101,139,30,22
dev_0267,4,1,4196,195,4391,3968,76,4044,4196,76,4272,119,119,109,149,30,22
dev_0267,5,1,4771,184,4955,4551,83,4634,4771,83,4854,101,101,119,134,33,25
dev_0267,6,1,5294,173,5467,5098,78,5176,5294,78,5372,95,95,101,126,31,23
dev_0267,7,1,5833,172,6005,5656,90,5746,5833,90,5923,82,82,95,119,37,29
dev_0267,8,1,6533,175,6708,6360,84,6444,6533,84,6617,91,91,82,128,37,29
dev_0266,1,1,1052,103,1155,995,46,1041,1052,46,1098,57,57,0,93,36,28
dev_0266,2,1,1641,157,1798,1503,76,1579,1641,76,1717,81,81,57,112,31,23
dev_0266,3,1,3040,200,3240,2858,99,2957,3040,99,3139,101,101,81,134,33,25
dev_0266,4,1,3986,184,4170,3794,93,3887,3986,93,4079,91,91,101,128,37,29
dev_0266,5,1,4828,177,5005,4637,77,4714,4828,77,4905,100,100,91,128,28,20
dev_0266,6,1,5585,209,5794,5377,101,5478,5585,101,5686,108,108,100,149,41,33
dev_0266,7,1,6744,185,6929,6535,84,6619,6744,84,6828,101,101,108,135,34,26
dev_0266,8,1,8366,178,8544,8168,81,8249,8366,81,8447,97,97,101,135,38,30
dev_0266,9,1,9035,195,9230,8838,95,8933,9035,95,9130,100,100,97,138,38,30
dev_0290,1,1,1388,169,1557,1273,54,1327,1388,54,1442,115,115,0,159,44,36
dev_0290,2,1,2475,200,2675,2253,93,2346,2475,93,2568,107,107,115,144,37,29
dev_0290,3,1,3831,144,3975,3654,74,3728,3831,74,3905,70,70,107,101,31,23
dev_0290,4,1,4426,166,4592,4273,83,4356,4426,83,4509,83,83,70,117,34,26
dev_0290,5,1,4820,186,5006,4637,86,4723,4820,86,4906,100,100,83,137,37,29
dev_0278,1,1,947,96,1043,886,35,921,947,35,982,61,61,0,86,25,17
dev_0278,2,1,1372,163,1535,1233,85,1318,1372,85,1457,78,78,61,104,26,18
dev_0278,3,1,1912,195,2107,1730,91,1821,1912,91,2003,104,104,78,138,34,26
dev_0278,4,1,3279,174,3453,3074,73,3147,3279,73,3352,101,101,104,133,32,24
dev_0278,5,1,4018,173,4191,3824,80,3904,4018,80,4098,93,93,101,123,30,22
dev_0278,6,1,4448,165,4613,4263,73,4336,4448,73,4521,92,92,93,131,39,31
dev_0278,7,1,5505,186,5691,5310,83,5393,5505,83,5588,103,103,92,136,33,25
dev_0278,8,1,5985,177,6162,5796,91,5887,5985,91,6076,86,86,103,125,39,31
dev_0271,1,1,1165,161,1326,1087,83,1170,1165,83,1248,78,78,0,112,34,26
dev_0271,2,1,1668,132,1800,1502,44,1546,1668,44,1712,88,88,78,122,34,26
dev_0271,3,1,2589,175,2764,2399,73,2472,2589,73,2662,102,102,88,131,29,21
dev_0271,4,1,3417,157,3574,3249,91,3340,3417,91,3508,66,66,102,102,36,28
dev_0271,5,1,3742,161,3903,3596,81,3677,3742,81,3823,80,80,66,118,38,30
dev_0271,6,1,4058,184,4242,3904,110,4014,4058,110,4168,74,74,80,110,36,28
dev_0271,7,1,4339,147,4486,4164,46,4210,4339,46,4385,101,101,74,137,36,28
dev_0271,8,1,4644,174,4818,4459,90,4549,4644,90,4734,84,84,101,117,33,25
dev_0271,9,1,4877,136,5013,4699,42,4741,4877,42,4919,94,94,84,126,32,24
dev_0271,10,1,5338,166,5504,5159,81,5240,5338,81,5419,85,85,94,122,37,29
dev_0276,1,1,1362,150,1512,1288,76,1364,1362,76,1438,74,74,0,105,31,23
dev_0276,2,1,3185,162,3347,3031,82,3113,3185,82,3267,80,80,74,118,38,30
dev_0276,3,1,3836,182,4018,3662,88,3750,3836,88,3924,94,94,80,136,42,34
dev_0276,4,1,4378,203,4581,4184,103,4287,4378,103,4481,100,100,94,142,42,34
dev_0276,5,1,4935,178,5113,4749,92,4841,4935,92,5027,86,86,100,133,47,39
dev_0276,6,1,5998,184,6182,5825,97,5922,5998,97,6095,87,87,86,135,48,40
dev_0276,7,1,6869,185,7054,6698,101,6799,6869,101,6970,84,84,87,126,42,34
dev_0276,8,1,7875,184,8059,7694,87,7781,7875,87,7962,97,97,84,133,36,28
dev_0279,1,2,2600,330,2930,2365,177,2542,2600,177,2777,153,153,82,97,26,18
dev_0279,2,1,1550,149,1699,1412,82,1494,1550,82,1632,67,67,71,97,30,22
dev_0279,3,1,2294,121,2415,2142,36,2178,2294,36,2330,85,85,67,111,26,18
dev_0279,4,1,2939,179,3118,2760,85,2845,2939,85,3024,94,94,85,128,34,26
dev_0279,5,1,3807,182,3989,3625,94,3719,3807,94,3901,88,88,94,121,33,25
dev_0279,6,1,5258,163,5421,5092,85,5177,5258,85,5343,78,78,88,117,39,31
dev_0279,7,1,6257,171,6428,6094,86,6180,6257,86,6343,85,85,78,120,35,27
dev_0280,1,1,916,133,1049,825,42,867,916,42,958,91,91,0,123,32,24
dev_0280,2,1,1914,179,2093,1732,88,1820,1914,88,2002,91,91,91,125,34,26
dev_0280,3,1,2415,138,2553,2231,45,2276,2415,45,2460,93,93,91,128,35,27
dev_0280,4,1,2872,162,3034,2701,84,2785,2872,84,2956,78,78,93,116,38,30
dev_0280,5,1,3753,161,3914,3597,83,3680,3753,83,3836,78,78,78,117,39,31
dev_0280,6,1,5133,169,5302,4968,82,5050,5133,82,5215,87,87,78,124,37,29
dev_0280,7,1,5888,192,6080,5693,84,5777,5888,84,5972,108,108,87,152,44,36
dev_0280,8,1,6471,191,6662,6258,86,6344,6471,86,6557,105,105,108,149,44,36
dev_0291,1,1,977,132,1109,887,42,929,977,42,1019,90,90,0,122,32,24
dev_0291,2,1,1668,156,1824,1468,46,1514,1668,46,1714,110,110,90,146,36,28
dev_0291,3,1,2288,138,2426,2094,54,2148,2288,54,2342,84,84,110,128,44,36
dev_0291,4,1,3397,166,3563,3220,73,3293,3397,73,3470,93,93,84,127,34,26
dev_0291,5,1,3940,169,4109,3754,76,3830,3940,76,4016,93,93,93,129,36,28
dev_0277,1,1,1512,200,1712,1404,92,1496,1512,92,1604,108,108,0,141,33,25
dev_0277,2,1,2035,161,2196,1838,72,1910,2035,72,2107,89,89,108,112,23,15
dev_0277,3,1,2696,141,2837,2532,66,2598,2696,66,2762,75,75,89,98,23,15
dev_0277,4,1,4475,171,4646,4304,75,4379,4475,75,4550,96,96,75,127,31,23
dev_0277,5,1,5109,202,5311,4914,103,5017,5109,103,5212,99,99,96,130,31,23
dev_0277,6,1,5908,203,6111,5702,96,5798,5908,96,6004,107,107,99,138,31,23
dev_0277,7,1,7135,207,7342,6929,108,7037,7135,108,7243,99,99,107,137,38,30
dev_0277,8,1,7428,202,7630,7235,108,7343,7428,108,7536,94,94,99,129,35,27
dev_0277,9,1,8169,184,8353,7989,98,8087,8169,98,8267,86,86,94,122,36,28
dev_0298,1,1,1204,149,1353,1120,65,1185,1204,65,1269,84,84,0,113,29,21
dev_0298,2,1,1878,129,2007,1706,41,1747,1878,41,1919,88,88,84,119,31,23
dev_0298,3,1,2303,148,2451,2111,44,2155,2303,44,2347,104,104,88,138,34,26
dev_0298,4,1,2972,202,3174,2764,98,2862,2972,98,3070,104,104,104,146,42,34
dev_0298,5,1,3339,177,3516,3138,80,3218,3339,80,3419,97,97,104,131,34,26
dev_0281,1,1,1184,135,1319,1086,37,1123,1184,37,1221,98,98,0,125,27,19
dev_0281,2,1,2447,158,2605,2231,40,2271,2447,40,2487,118,118,98,148,30,22
dev_0281,3,1,3226,195,3421,2993,80,3073,3226,80,3306,115,115,118,150,35,27
dev_0281,4,1,4011,201,4212,3776,81,3857,4011,81,4092,120,120,115,159,39,31
dev_0281,5,1,4813,183,4996,4597,87,4684,4813,87,4900,96,96,120,134,38,30
dev_0281,6,1,5327,183,5510,5138,90,5228,5327,90,5417,93,93,96,131,38,30
dev_0281,7,1,5901,205,6106,5705,102,5807,5901,102,6003,103,103,93,148,45,37
dev_0281,8,1,6449,166,6615,6261,81,6342,6449,81,6530,85,85,103,117,32,24
dev_0281,9,1,6956,220,7176,6753,102,6855,6956,102,7058,118,118,85,153,35,27
dev_0281,10,1,7464,185,7649,7252,91,7343,7464,91,7555,94,94,118,133,39,31
dev_0294,1,1,1390,157,1547,1313,80,1393,1390,80,1470,77,77,0,101,24,16
dev_0294,2,1,2187,146,2333,2039,75,2114,2187,75,2262,71,71,77,100,29,21
dev_0294,3,1,2644,160,2804,2494,81,2575,2644,81,2725,79,79,71,110,31,23
dev_0294,4,1,3357,181,3538,3161,64,3225,3357,64,3421,117,117,79,143,26,18
dev_0294,5,1,4080,196,4276,3841,74,3915,4080,74,4154,122,122,117,151,29,21
dev_0294,6,1,4610,214,4824,4343,69,4412,4610,69,4679,145,145,122,175,30,22
dev_0286,1,1,1193,106,1299,1125,38,1163,1193,38,1231,68,68,0,96,28,20
dev_0286,2,1,1812,160,1972,1650,66,1716,1812,66,1878,94,94,68,118,24,16
dev_0286,3,1,2157,169,2326,1986,92,2078,2157,92,2249,77,77,94,105,28,20
dev_0286,4,1,2821,205,3026,2630,91,2721,2821,91,2912,114,114,77,146,32,24
dev_0286,5,1,3611,177,3788,3398,78,3476,3611,78,3689,99,99,114,131,32,24
dev_0286,6,1,4045,167,4212,3863,84,3947,4045,84,4129,83,83,99,120,37,29
dev_0286,7,1,4659,197,4856,4470,91,4561,4659,91,4750,106,106,83,141,35,27
dev_0286,8,1,5059,205,5264,4835,87,4922,5059,87,5146,118,118,106,150,32,24
dev_0286,9,1,6600,195,6795,6385,98,6483,6600,98,6698,97,97,118,138,41,33
dev_0293,1,1,961,116,1077,887,42,929,961,42,1003,74,74,0,106,32,24
dev_0293,2,2,3477,354,3831,2982,129,3111,3477,129,3606,225,225,270,122,19,11
dev_0293,3,1,2172,171,2343,1976,78,2054,2172,78,2250,93,93,103,114,21,13
dev_0293,4,1,2579,184,2763,2381,79,2460,2579,79,2658,105,105,93,141,36,28
dev_0293,5,1,3607,218,3825,3370,86,3456,3607,86,3693,132,132,105,166,34,26
dev_0293,6,1,4177,191,4368,3947,93,4040,4177,93,4270,98,98,132,139,41,33
dev_0285,1,2,3093,344,3437,2834,177,3011,3093,177,3270,167,167,92,98,23,15
dev_0285,2,1,2285,165,2450,2114,69,2183,2285,69,2354,96,96,75,121,25,17
dev_0285,3,1,3288,148,3436,3113,69,3182,3288,69,3357,79,79,96,105,26,18
dev_0285,4,1,3917,145,4062,3765,72,3837,3917,72,3989,73,73,79,102,29,21
dev_0285,5,1,4612,150,4762,4468,79,4547,4612,79,4691,71,71,73,100,29,21
dev_0285,6,1,5527,158,5685,5370,72,5442,5527,72,5599,86,86,71,115,29,21
dev_0285,7,1,6186,163,6349,6018,81,6099,6186,81,6267,82,82,86,111,29,21
dev_0285,8,1,6752,175,6927,6570,75,6645,6752,75,6827,100,100,82,129,29,21
dev_0285,9,1,7443,187,7630,7250,94,7344,7443,94,7537,93,93,100,122,29,21
dev_0285,10,1,7734,182,7916,7548,89,7637,7734,89,7823,93,93,93,122,29,21
dev_0302,1,1,1531,182,1713,1451,102,1553,1531,102,1633,80,80,0,110,30,22
dev_0302,2,1,2000,168,2168,1833,81,1914,2000,81,2081,87,87,80,112,25,17
dev_0302,3,1,3155,158,3313,2985,75,3060,3155,75,3230,83,83,87,113,30,22
dev_0302,4,1,3591,130,3721,3424,46,3470,3591,46,3637,84,84,83,120,36,28
dev_0302,5,1,4552,198,4750,4383,113,4496,4552,113,4665,85,85,84,134,49,41
dev_0302,6,1,5361,155,5516,5177,56,5233,5361,56,5417,99,99,85,145,46,38
dev_0305,1,1,1229,161,1390,1167,99,1266,1229,99,1328,62,62,0,98,36,28
dev_0305,2,1,2010,148,2158,1849,49,1898,2010,49,2059,99,99,62,138,39,31
dev_0305,3,1,2416,142,2558,2222,47,2269,2416,47,2463,95,95,99,132,37,29
dev_0305,4,1,4291,181,4472,4094,79,4173,4291,79,4370,102,102,95,135,33,25
dev_0305,5,1,5159,167,5326,4976,86,5062,5159,86,5245,81,81,102,112,31,23
dev_0296,1,1,1503,155,1658,1428,80,1508,1503,80,1583,75,75,0,104,29,21
dev_0296,2,1,2295,172,2467,2136,88,2224,2295,88,2383,84,84,75,115,31,23
dev_0296,3,1,2972,182,3154,2781,75,2856,2972,75,3047,107,107,84,139,32,24
dev_0296,4,1,3980,171,4151,3785,83,3868,3980,83,4063,88,88,107,117,29,21
dev_0296,5,1,4297,168,4465,4122,81,4203,4297,81,4378,87,87,88,120,33,25
dev_0296,6,1,5534,173,5707,5357,83,5440,5534,83,5617,90,90,87,122,32,24
dev_0296,7,1,6075,194,6269,5908,117,6025,6075,117,6192,77,77,90,119,42,34
dev_0308,1,1,1041,114,1155,971,44,1015,1041,44,1085,70,70,0,104,34,26
dev_0308,2,1,2220,165,2385,2073,88,2161,2220,88,2308,77,77,70,118,41,33
dev_0308,3,1,2607,200,2807,2425,95,2520,2607,95,2702,105,105,77,141,36,28
dev_0308,4,1,3127,187,3314,2916,81,2997,3127,81,3208,106,106,105,142,36,28
dev_0308,5,1,3588,184,3772,3377,79,3456,3588,79,3667,105,105,106,142,37,29
dev_0295,1,1,1139,112,1251,1070,43,1113,1139,43,1182,69,69,0,102,33,25
dev_0295,2,1,1635,187,1822,1487,108,1595,1635,108,1743,79,79,69,107,28,20
dev_0295,3,1,2089,155,2244,1941,86,2027,2089,86,2175,69,69,79,98,29,21
